Timestamp,Pair,Quantity,Price,Order Method,Order Type,Status,Reason
2025-03-08 19:19:20,BTCUSDT,0.01,50000,Limit,Buy,Failed,401 Client Error: Unauthorized for url: https://api.btcturk.com/api/v1/order
